views,comments,duration,num_speaker,languages,event,main_speaker,name,speaker_occupation,title,description
1361374,441,825,1,33,TEDGlobal 2013,Lesley Hazleton,Lesley Hazleton: The doubt essential to faith,"Writer, psychologist",The doubt essential to faith,"When Lesley Hazleton was writing a biography of Muhammad, she was struck by something: The night he received the revelation of the Koran, according to early accounts, his first reaction was doubt, awe, even fear. And yet this experience became the bedrock of his belief. Hazleton calls for a new appreciation of doubt and questioning as the foundation of faith -- and an end to fundamentalism of all kinds."
2449736,1640,1237,1,30,TEDGlobal 2013,Eric X. Li,Eric X. Li: A tale of two political systems,Investor and political scientist,A tale of two political systems,"It's a standard assumption in the West: As a society progresses, it eventually becomes a capitalist, multi-party democracy. Right? Eric X. Li, a Chinese investor and political scientist, begs to differ. In this provocative, boundary-pushing talk, he asks his audience to consider that there's more than one way to run a successful modern nation."
1570996,258,867,1,34,TEDGlobal 2013,Charmian Gooch,Charmian Gooch: Meet global corruption's hidden players,Anti-corruption activist,Meet global corruption's hidden players,"When the son of the president of a desperately poor country starts buying mansions and sportscars on an official monthly salary of $7,000, Charmian Gooch suggests, corruption is probably somewhere in the picture. In a blistering, eye-opening talk (with several specific examples), she details how global corruption trackers follow the money -- to some surprisingly familiar faces."
1022050,186,888,1,28,TEDGlobal 2013,Bernie Krause,Bernie Krause: The voice of the natural world,Natural sounds expert,The voice of the natural world,"Bernie Krause has been recording wild soundscapes -- the wind in the trees, the chirping of birds, the subtle sounds of insect larvae -- for 45 years. In that time, he has seen many environments radically altered by humans, sometimes even by practices thought to be environmentally safe. A surprising look at what we can learn through nature's symphonies, from the grunting of a sea anemone to the sad calls of a beaver in mourning."
1223155,123,654,1,28,TEDGlobal 2013,Gavin Pretor-Pinney,Gavin Pretor-Pinney: Cloudy with a chance of joy,Cloudspotter,Cloudy with a chance of joy,"You don't need to plan an exotic trip to find creative inspiration. Just look up, says Gavin Pretor-Pinney, founder of the Cloud Appreciation Society. As he shares charming photos of nature's finest aerial architecture, Pretor-Pinney calls for us all to take a step off the digital treadmill, lie back and admire the beauty in the sky above."
3035515,239,841,1,35,TEDGlobal 2013,Pico Iyer,Pico Iyer: Where is home?,Global author,Where is home?,"More and more people worldwide are living in countries not considered their own. Writer Pico Iyer  -- who himself has three or four “origins” -- meditates on the meaning of home, the joy of traveling and the serenity of standing still."
1100997,107,377,1,38,TEDGlobal 2013,Roberto D'Angelo + Francesca Fedeli,"Roberto D'Angelo + Francesca Fedeli: In our baby's illness, a life lesson",Parents,"In our baby's illness, a life lesson","Roberto D'Angelo and Francesca Fedeli thought their baby boy Mario was healthy -- until at 10 days old, they discovered he'd had a perinatal stroke. With Mario unable to control the left side of his body, they grappled with tough questions: Would he be ""normal?” Could he live a full life? The poignant story of parents facing their fears -- and how they turned them around."
1068469,263,651,1,28,TEDGlobal 2013,Paul Kemp-Robertson,Paul Kemp-Robertson: Bitcoin. Sweat. Tide. Meet the future of branded currency.,Advertising expert,Bitcoin. Sweat. Tide. Meet the future of branded currency.,"Currency -- the bills and coins you carry in your wallet and in your bank account -- is founded on marketing, on the belief that banks and governments are trustworthy. Now, Paul Kemp-Robertson walks us through a new generation of currency, supported by that same marketing ... but on behalf of a private brand. From Nike Sweat Points to bottles of Tide (which are finding an unexpected use in illegal markets), meet the non-bank future of currencies."
1105500,121,358,1,33,TEDGlobal 2013,Bastian Schaefer,Bastian Schaefer: A 3D-printed jumbo jet?,Aircraft engineer,A 3D-printed jumbo jet?,"Designer Bastian Schaefer shows off a speculative design for the future of jet planes, with a skeleton inspired by strong, flexible, natural forms and by the needs of the world's, ahem, growing population. Imagine an airplane that's full of light and space -- and built up from generative parts in a 3D printer."
6504999,419,1306,1,37,TEDGlobal 2013,Russell Foster,Russell Foster: Why do we sleep?,Circadian neuroscientist,Why do we sleep?,"Russell Foster is a circadian neuroscientist: He studies the sleep cycles of the brain. And he asks: What do we know about sleep? Not a lot, it turns out, for something we do with one-third of our lives. In this talk, Foster shares three popular theories about why we sleep, busts some myths about how much sleep we need at different ages -- and hints at some bold new uses of sleep as a predictor of mental health."
5182832,186,616,1,40,TEDGlobal 2013,May El-Khalil,May El-Khalil: Making peace is a marathon,Founder of the Beirut Marathon,Making peace is a marathon,"In Lebanon there is one gunshot a year that isn’t part of a scene of routine violence: The opening sound of the Beirut International Marathon. In a moving talk, marathon founder May El-Khalil explains why she believed a 26.2-mile running event could bring together a country divided for decades by politics and religion, even if for one day a year."
14566463,693,868,1,47,TEDGlobal 2013,Kelly McGonigal,Kelly McGonigal: How to make stress your friend,Health psychologist,How to make stress your friend,"Stress. It makes your heart pound, your breathing quicken and your forehead sweat. But while stress has been made into a public health enemy, new research suggests that stress may only be bad for you if you believe that to be the case. Psychologist Kelly McGonigal urges us to see stress as a positive, and introduces us to an unsung mechanism for stress reduction: reaching out to others."
1909640,554,924,1,29,TEDGlobal 2013,Chrystia Freeland,Chrystia Freeland: The rise of the new global super-rich,Plutocracy chronicler,The rise of the new global super-rich,"Technology is advancing in leaps and bounds -- and so is economic inequality, says writer Chrystia Freeland. In an impassioned talk, she charts the rise of a new class of plutocrats (those who are extremely powerful because they are extremely wealthy), and suggests that globalization and new technology are actually fueling, rather than closing, the global income gap. Freeland lays out three problems with plutocracy … and one glimmer of hope."
2682427,257,424,1,34,TEDGlobal 2013,Alexa Meade,Alexa Meade: Your body is my canvas,Visual artist,Your body is my canvas,"Alexa Meade takes an innovative approach to art. Not for her a life of sketching and stretching canvases. Instead, she selects a topic and then paints it--literally. She covers everything in a scene--people, chairs, food, you name it--in a mask of paint that mimics what's below it. In this eye-opening talk Meade shows off photographs of some of the more outlandish results, and shares a new project involving people, paint and milk."
887823,166,910,1,26,TEDGlobal 2013,George Monbiot,"George Monbiot: For more wonder, rewild the world",Rewilding campaigner,"For more wonder, rewild the world","Wolves were once native to the US' Yellowstone National Park -- until hunting wiped them out. But when, in 1995, the wolves began to come back (thanks to an aggressive management program), something interesting happened: the rest of the park began to find a new, more healthful balance. In a bold thought experiment, George Monbiot imagines a wilder world in which humans work to restore the complex, lost natural food chains that once surrounded us."
